Age,Income,CreditScore,LoanAmount,LoanDuration,DebtToIncome,Repaid
52,89470,882,41242.5503680308,34,0.46,true
43,11509,336,387276,57,33.65,false
46,96053,743,63237.7584900954,43,0.66,true
35,16831,501,561249,68,33.35,false
45,177679,760,129606.480950708,52,0.73,true
45,58628,720,33001.1627785085,48,0.56,true
41,129083,756,53473.1252698863,33,0.41,true
27,80321,782,26140.062856121,11,0.33,true
57,77813,736,47534.6103450467,57,0.61,true
39,13974,300,330055,68,23.62,false
33,141323,712,14750.3925470404,15,0.1,true
22,14870,442,520835,82,35.03,false
43,83773,711,55413.9108812259,16,0.66,true
26,12153,319,596957,64,49.12,false
25,144255,816,26105.2818363017,6,0.18,true
26,169719,815,78259.8164084139,58,0.46,true
40,168013,714,112667.065605903,55,0.67,true
46,12034,538,577902,57,48.02,false
28,18654,326,388571,71,20.83,false
37,177890,723,48766.6047120274,43,0.27,true
21,16885,444,508422,75,30.11,false
49,10537,494,573548,55,54.43,false
31,110964,802,33250.2964352037,58,0.3,true
47,117872,821,88776.8971845758,8,0.75,true
33,183904,797,40882.3672145989,37,0.22,true
36,16106,360,451349,68,28.02,false
52,135403,882,28560.6242362916,38,0.21,true
56,185974,796,95189.1374685304,27,0.51,true
57,70897,764,20134.6336307825,56,0.28,true
22,13950,308,550365,46,39.45,false
59,69334,788,44246.8386917601,28,0.64,true
32,18428,462,379607,48,20.6,false
28,16780,341,418735,44,24.95,false
36,89289,703,22529.2705318304,43,0.25,true
30,173527,760,28962.4099572726,47,0.17,true
38,10199,439,590356,58,57.88,false
26,14992,347,307364,58,20.5,false
70,70000,700,70000,12,1.00,true
45,174818,845,113691.284585749,46,0.65,true
28,194642,894,15657.578483025,7,0.08,true
25,161164,728,122234.751743593,41,0.76,true
49,13156,543,537297,54,40.84,false
30,19348,375,497226,46,25.7,false
42,13678,349,573105,70,41.9,false
64,77756,898,24548.3313504195,33,0.32,true
41,12389,480,515657,72,41.62,false
57,136348,790,71847.8680679045,57,0.53,true
57,136141,806,104652.244083135,36,0.77,true
41,16739,380,445302,78,26.6,false
37,17734,330,557952,66,31.46,false
47,19157,390,550621,49,28.74,false
46,127854,841,88953.0388473978,52,0.7,true
38,10717,331,589844,36,55.04,false
54,130528,851,16544.6813432026,23,0.13,true
24,17966,477,315939,39,17.59,false
58,144044,857,75393.6756011509,27,0.52,true
25,16725,538,393221,57,23.51,false
36,16763,389,376356,55,22.45,false
35,12435,345,485745,64,39.06,false
49,100635,743,61626.8636442734,14,0.61,true
37,146062,801,101379.121179494,17,0.69,true
48,61203,889,24389.1509352544,16,0.4,true
40,16729,429,458839,44,27.43,false
48,11781,310,580550,41,49.28,false
61,96147,759,24226.3269506104,26,0.25,true
40,12814,394,328576,78,25.64,false
38,77480,854,61435.9680323135,45,0.79,true
34,17955,431,588136,37,32.76,false
31,180440,847,33720.68763667,15,0.19,true
23,15910,331,370339,83,23.28,false
26,12117,510,371596,53,30.67,false
27,128342,745,63968.3934186662,57,0.5,true
35,19084,424,495339,49,25.96,false
48,10865,327,423259,67,38.96,false
30,10934,418,311163,68,28.46,false
20,12031,549,447729,47,37.21,false
22,18439,347,454795,64,24.66,false
29,18582,307,400050,79,21.53,false
27,117159,795,21431.110773589,49,0.18,true
53,97520,895,18637.0008040578,50,0.19,true
37,177600,890,68543.260997675,9,0.39,true
63,134063,713,67694.8987228195,50,0.5,true
31,183067,803,100861.396384438,22,0.55,true
47,17105,427,379010,67,22.16,false
33,102833,754,19146.1595444734,18,0.19,true
25,16554,548,343814,82,20.77,false
47,11829,362,596237,52,50.4,false
58,75626,795,47629.8093061258,18,0.63,true
49,15745,492,599196,44,38.06,false
38,65262.23,770,1256.81,28,0.15,true
49,19323.46,547,70500.26,60,26.45,false
62,127115.67,840,9340.93,83,0.12,true
35,183656.07,885,16068.63,7,0.25,true
32,38888.84,588,101311.39,36,36.51,false
45,16426.72,513,49634.45,64,32.93,false
33,196229.57,860,6081.06,78,0.36,true
53,67649.95,880,2666.17,18,0.02,true
50,15596.91,307,42439.64,41,15.27,false
49,128022.87,765,2408.38,60,0.18,true
20,27908.60,532,61622.41,12,13.23,false
61,64959.43,883,5852.05,77,0.25,true
54,29864.43,598,163354.61,76,51.75,false
48,12662.46,446,33836.14,65,13.19,false
20,34122.77,592,115541.03,81,25.97,false
44,28600.11,382,77125.81,23,28.53,false
47,20691.36,395,57403.74,47,18.77,false
72,86093.36,898,4396.37,15,0.49,true
60,76195.98,785,6120.67,78,0.40,true
22,65730.24,692,903.47,46,0.39,true
36,76550.64,749,5534.61,42,0.46,true
39,33615.03,570,92119.98,82,14.37,false
41,13993.91,598,93062.65,29,45.17,false
44,111952.61,830,5551.87,45,0.77,true
51,136283.40,590,352799.76,49,3.46,true
21,36757.20,592,187759.10,20,18.14,false
53,42629.17,461,174508.23,63,28.51,false
58,196572.95,719,1346.31,43,0.78,true
37,13244.51,367,50875.88,58,59.35,false
42,44012.58,567,271566.15,17,53.63,false
46,175931.22,922,2512.38,8,0.08,true
49,94053.09,938,7207.67,46,0.00,true
33,22064.09,474,153265.97,63,17.10,false
42,31780.67,639,116681.44,66,52.21,false
64,61134.42,883,3273.57,29,0.21,true
70,106370.93,746,7612.65,24,0.16,true
33,55424.87,906,2157.03,24,0.36,true
19,48693.80,445,339873.99,19,44.65,false
45,129509.61,591,296079.95,39,3.20,false
37,86555.16,711,316.45,44,0.70,true
60,73808.84,807,152.98,19,0.24,true
50,29052.86,626,128836.61,37,30.75,false
44,49850.29,582,252759.05,56,22.23,false
68,59596.93,747,430.08,29,0.05,true
62,53953.83,736,3552.30,21,0.14,true
19,22532.63,418,108908.46,15,32.70,false
63,150779.62,892,8703.93,41,0.30,true
52,175638.29,886,1818.28,75,0.14,true
47,53314.79,810,2616.46,36,0.52,true
53,37657.34,492,146568.91,32,40.30,false
54,80674.30,451,217465.20,28,6.90,false
29,184101.13,856,10973.30,73,0.32,true
44,156686.26,751,2674.67,73,0.52,true
50,41907.06,533,134553.44,60,57.66,false
21,33095.47,308,218183.98,83,32.78,false
25,31042.59,562,175007.47,76,50.49,false
25,50700.33,842,4648.79,21,0.13,true
26,34318.68,556,98802.95,72,46.62,false
26,63143.62,736,6583.54,28,0.17,true
38,141731.63,544,321759.60,70,6.29,false
22,49509.82,354,204841.43,13,49.49,false
23,39986.02,419,212831.04,52,38.48,false
49,17196.34,601,84865.96,38,19.67,false
48,149282.96,584,487954.99,59,5.07,true
23,57926.23,791,1680.52,18,0.14,true
50,179098.57,784,10048.67,58,0.09,true
55,193072.37,841,8534.97,30,0.76,true
54,43413.36,601,252350.11,27,10.60,false
49,16897.33,394,61643.75,33,22.57,false
24,22098.25,325,113471.20,59,47.53,false
31,44805.74,641,166923.08,70,27.59,false
47,66641.20,758,998.21,9,0.50,true
56,147608.06,853,1518.21,17,0.31,true
35,42315.46,486,194764.88,34,55.32,false
45,39522.14,605,193605.00,42,40.04,false
34,13218.09,619,39877.44,26,22.45,false
33,144646.39,892,12040.43,46,0.08,true
42,46760.32,466,251946.23,31,50.26,false
30,24864.38,455,90140.44,41,45.15,false
22,50474.29,712,4460.42,18,0.29,true
25,71229.71,773,10600.11,14,0.12,true
22,78615.28,772,9063.34,33,0.29,true
35,136568.48,751,3615.17,41,0.80,true
24,21772.11,393,125305.96,68,17.23,false
33,186753.24,934,14822.91,39,0.49,true
29,56579.33,781,1881.41,65,0.61,true
61,182532.79,914,553.17,6,0.68,true
31,24832.57,638,154096.25,49,20.07,false
25,17742.06,629,122990.97,44,50.61,false
29,10148.35,351,60054.51,52,39.12,false
60,151583.95,890,12309.98,68,0.73,true
56,151150.60,899,8648.04,11,0.69,true
63,76356.30,776,5322.32,35,0.09,true
50,37046.92,485,115949.37,68,43.94,false
34,30427.51,619,175231.45,20,54.29,false
30,105892.68,815,3153.73,49,0.23,true
57,128645.24,914,3720.53,36,0.27,true
44,80461.56,484,208319.44,50,6.24,false
31,35185.14,571,244657.02,62,43.35,false
34,141733.13,805,12876.01,24,0.73,true
64,106584.67,762,7401.60,29,0.25,true
47,73523.07,949,6249.68,83,0.57,true
50,163944.95,724,5030.56,16,0.75,true
39,35812.76,336,196178.44,44,58.62,false
23,60162.48,761,2690.22,44,0.08,true
40,32716.85,302,160804.22,42,31.46,false
60,73850.68,802,515.19,35,0.08,true
25,16075.50,442,48524.25,79,12.84,false
47,101266.84,508,310721.29,27,6.69,false
24,72866.09,707,8024.32,22,0.35,true
43,32558.30,581,156536.02,14,45.58,false
64,144062.83,744,2608.25,20,0.70,true
41,144442.87,533,391374.69,50,2.96,true
39,122580.09,899,7776.52,11,0.79,true
33,95459.71,765,4884.30,81,0.55,true
51,63517.70,732,1778.16,11,0.46,true
35,192479.93,825,1018.00,83,0.11,true
44,156513.56,912,9978.46,28,0.54,true
35,42671.00,332,206332.89,79,45.60,false
35,57210.76,782,2954.69,42,0.51,true
52,141406.99,841,14037.44,22,0.75,true
54,85500.43,452,216228.78,45,2.46,true
22,47246.81,601,187398.36,21,15.11,false
50,48522.30,381,165789.04,70,20.84,false
28,46249.29,657,2980.93,15,0.25,true
47,40046.22,425,121326.52,51,33.11,false
54,81847.55,898,134.52,51,0.45,true
37,84246.68,861,5690.98,61,0.20,true
49,42648.77,408,234886.94,52,26.43,false
29,21902.55,512,94669.33,47,13.96,false
24,45590.50,703,210.38,38,0.11,true
37,92868.78,458,210517.27,48,2.74,false
50,41985.84,301,136581.70,40,10.84,false
44,85693.29,570,231847.90,42,5.47,false
45,148695.95,561,492756.13,52,3.16,true
28,71884.18,842,1669.84,73,0.47,true
29,45147.91,773,3490.67,12,0.14,true
30,181976.10,844,12027.78,30,0.16,true
64,59832.70,871,4478.70,72,0.60,true
63,104139.40,838,2409.58,81,0.29,true
28,96259.52,848,8471.61,57,0.60,true
26,54867.64,787,1505.09,38,0.31,true
35,56545.50,908,5475.69,13,0.31,true
65,68545.58,875,4972.85,15,0.33,true
59,120683.12,715,5851.40,26,0.07,true
26,60295.71,745,2697.18,75,0.53,true
58,63582.15,943,4951.20,74,0.73,true
47,111246.62,889,7047.52,45,0.23,true
46,30223.93,539,166036.71,17,31.48,false
63,143776.03,926,8772.04,28,0.25,true
37,127091.30,840,11961.22,16,0.02,true
43,99745.65,710,6953.10,20,0.17,true
48,27625.00,555,102374.91,55,43.93,false
21,17795.42,434,86327.48,49,34.43,false
35,72739.69,764,3056.45,25,0.49,true
23,48570.30,686,4535.88,28,0.32,true
41,86296.26,503,180963.08,63,2.43,false
52,111605.80,544,265571.07,53,5.28,false
31,37686.72,426,188275.42,12,28.62,false
44,20163.90,397,87639.83,27,54.69,false
29,198788.58,834,12784.41,41,0.73,true
62,95065.74,809,3196.24,27,0.11,true
27,13438.15,526,66151.62,42,46.18,false
54,73070.76,885,1189.38,39,0.44,true
32,94402.68,926,3286.53,81,0.67,true
27,48244.09,657,2786.49,44,0.36,true
24,45633.25,485,296473.39,47,52.54,false
52,29146.40,447,84706.31,14,52.44,false
46,111165.54,539,259254.96,50,4.21,false
27,61447.55,650,5025.67,36,0.28,true
42,187833.64,781,780.34,45,0.74,true
39,39520.44,605,126392.34,13,20.49,false
27,65708.54,797,6287.61,32,0.06,true
48,148127.43,500,367999.63,30,3.93,false
33,199814.03,915,16480.18,79,0.23,true
32,13504.30,643,82104.15,18,37.40,false
52,19028.56,476,94622.18,61,17.53,false
43,155305.59,745,5797.98,71,0.11,true
45,94035.49,584,292517.17,26,3.49,false
26,54456.48,910,3236.39,55,0.31,true
37,39754.54,404,274109.50,73,18.11,false
41,95230.35,939,5080.77,68,0.30,true
51,159094.61,921,11190.87,63,0.36,true
42,152073.75,790,14391.86,64,0.26,true
35,34645.18,474,206181.16,60,52.93,false
49,13180.81,539,42147.68,82,32.94,false
48,178950.66,752,13922.47,40,0.35,true
40,20379.00,546,43158.78,29,42.73,false
39,176253.67,838,17135.70,11,0.06,true
44,55809.32,908,1941.09,42,0.06,true
40,119691.55,871,11952.92,27,0.35,true
64,125998.82,834,8905.41,75,0.37,true
58,166394.96,795,9191.79,37,0.25,true
55,116275.20,700,8168.50,36,0.06,true
28,56347.51,745,6130.87,39,0.35,true
34,197516.45,909,14829.05,83,0.31,true
27,114806.43,735,1203.40,32,0.73,true
42,82386.92,752,7682.88,33,0.45,true
45,128546.77,708,666.48,70,0.05,true
50,49491.35,643,171303.25,38,43.44,false
32,31698.23,621,127359.19,68,32.44,false
64,77167.33,886,2831.17,31,0.28,true
38,43764.50,403,117275.22,29,21.21,false
54,148775.40,593,350342.06,62,3.19,false
62,55502.89,822,4531.92,13,0.35,true
36,24466.60,596,72596.31,54,28.21,false
35,84887.90,588,233104.97,39,3.48,false
71,61092.51,793,4553.79,20,0.16,true
52,47257.75,444,270044.95,60,13.99,false
28,44200.55,447,174617.81,75,44.88,false
37,39093.03,636,256324.11,32,29.52,false
30,182729.64,888,1180.72,61,0.45,true
45,31943.19,369,164415.89,65,13.79,false
47,26372.02,435,113772.35,63,18.42,false
29,38614.66,571,207059.05,21,41.65,false
22,55433.76,662,6091.75,20,0.13,true
40,36401.62,535,115700.22,40,33.74,false
23,23615.64,453,163561.54,31,11.71,false
43,139303.38,757,13341.03,78,0.46,true
29,24432.28,620,121501.87,66,22.14,false
54,45344.78,562,276328.68,35,22.49,false
49,81247.02,772,2507.40,18,0.41,true
50,10839.27,353,34320.25,37,31.98,false
32,142384.50,813,9084.76,19,0.61,true
48,163876.08,923,7057.13,41,0.75,true
51,10255.76,466,44568.78,23,10.83,false
57,52511.41,898,694.03,61,0.70,true
54,26860.52,327,157482.40,44,10.45,false
26,154845.49,874,7316.18,60,0.23,true
44,47689.06,469,266991.24,60,50.10,false
29,65499.82,797,2977.82,37,0.01,true
54,87414.29,589,280992.29,70,3.68,false
37,85494.78,504,191526.72,57,4.46,false
30,144076.39,716,1988.09,9,0.77,true
52,167109.82,862,354.11,60,0.50,true
50,117839.94,748,6866.97,63,0.45,true
24,51884.64,708,4215.49,47,0.02,true
59,196814.00,931,19639.60,46,0.75,true
38,27144.40,633,140709.19,25,34.06,false
52,32082.83,400,195179.01,35,37.72,false
25,128627.55,827,10596.50,23,0.59,true
37,103509.77,518,247746.62,26,2.48,false
50,79245.85,865,6977.87,38,0.32,true
52,30465.00,452,113044.06,62,28.89,false
30,107178.55,760,5437.06,11,0.05,true
40,39569.30,649,175814.85,71,10.59,false
53,26390.26,458,151052.33,56,47.67,false
61,94077.89,753,6625.07,9,0.26,true
42,177288.82,923,7280.17,63,0.11,true
31,39624.85,408,262879.66,40,22.37,false
63,117439.80,727,10767.17,18,0.16,true
54,17805.20,648,117914.17,32,26.17,false
50,17103.80,502,73088.31,28,54.44,false
73,82627.73,722,3291.16,35,0.32,true
25,142440.46,917,8461.28,72,0.69,true
28,61851.20,671,3047.53,30,0.38,true
35,19286.06,387,75484.10,49,56.23,false
53,87430.54,483,241508.94,63,6.65,false
37,35546.15,426,130772.21,78,41.30,false
74,116135.77,893,97.51,33,0.12,true
48,187042.51,844,1054.71,36,0.15,true
36,82706.84,497,233779.85,57,3.67,false
54,23095.39,527,118123.01,51,14.13,false
38,163378.68,844,13520.73,67,0.63,true
45,114267.88,591,358385.11,47,4.39,false
26,20922.89,470,50275.66,63,41.98,false
24,49554.39,742,3344.72,15,0.32,true
48,140814.68,593,222039.24,58,4.73,true
44,28898.27,468,177045.02,73,10.48,false
27,20804.45,423,65742.29,52,40.08,false
35,128445.20,728,7036.96,11,0.16,true
72,70054.61,781,2511.74,21,0.24,true
24,36517.08,549,113621.80,74,47.11,false
45,110857.32,571,176260.91,57,5.91,false
64,85749.54,707,5174.20,26,0.01,true
43,45687.80,492,308758.90,33,53.64,false
45,133917.43,487,293263.24,55,2.01,false
52,134337.66,569,223902.69,38,3.42,false
45,175728.40,837,11008.80,45,0.22,true
45,47707.09,328,149454.45,38,26.09,false
25,25018.28,599,66040.87,81,18.25,false
28,72189.61,656,7685.44,37,0.09,true
25,29687.83,593,155547.78,39,11.28,false
35,41429.39,493,256227.06,34,51.13,false
31,38379.93,433,224332.95,39,21.78,false
29,34384.24,508,221901.92,31,24.29,false
29,68996.15,667,9455.10,16,0.40,true
19,30352.39,382,133189.68,14,48.90,false
59,73006.71,811,4325.01,54,0.28,true
35,106265.84,818,4911.79,51,0.10,true
64,116858.21,863,8192.55,6,0.25,true
47,136960.29,835,3362.61,47,0.01,true
24,19382.22,312,117933.33,72,16.00,false
62,99424.97,821,4175.75,80,0.50,true
63,167887.32,882,1002.56,68,0.69,true
37,133932.78,721,4943.19,77,0.00,true
55,147954.96,841,4265.08,9,0.48,true
46,91644.43,879,189.06,14,0.05,true
38,50955.41,876,2551.32,73,0.21,true
23,10815.66,567,22543.63,28,38.52,false
46,10386.50,528,34242.52,26,59.06,false
63,98006.96,738,4098.55,32,0.08,true
22,15307.41,319,91199.71,36,12.17,false
27,85691.40,750,2577.82,22,0.00,true
38,12700.34,582,68519.72,17,17.61,false
49,181572.37,760,16611.09,17,0.15,true
26,20172.72,562,60751.98,21,49.79,false
64,135586.35,878,9713.26,47,0.29,true
26,42520.50,776,556.00,15,0.13,true
58,154311.26,899,13648.30,83,0.64,true
42,80337.52,888,6444.20,31,0.08,true
41,64249.77,715,482.57,78,0.40,true
36,130815.71,451,290778.39,53,4.73,true
29,84929.72,751,1383.84,27,0.02,true
47,47096.08,511,283805.27,40,16.86,false
36,72556.91,878,1095.94,12,0.56,true
35,21598.59,331,80348.21,48,33.57,false
43,46743.78,624,320138.52,13,46.99,false
45,192716.57,773,1485.80,49,0.70,true
35,28659.79,305,100280.32,33,49.66,false
64,119974.99,933,1640.58,18,0.59,true
52,40803.64,481,241777.35,27,29.71,false
36,117212.31,733,7815.97,83,0.35,true
50,195682.11,775,17972.81,54,0.59,true
28,31163.02,431,76180.94,68,10.41,false
27,77462.55,854,1062.22,7,0.05,true
54,93431.25,459,286913.62,32,2.57,true
52,122192.43,558,334565.78,59,5.47,false
24,43960.36,565,216544.14,33,51.24,false
45,77504.85,729,5659.26,72,0.56,true
23,33229.41,493,150117.01,45,32.32,false
51,106819.17,597,213055.21,28,6.33,true
48,191268.88,705,14848.73,60,0.28,true
60,110318.67,849,7513.01,58,0.13,true
43,37435.77,642,134532.57,54,25.28,false
55,148126.97,856,3796.59,17,0.49,true
30,123941.77,777,7081.97,44,0.15,true
38,19987.20,387,58022.47,63,11.67,false
39,144734.02,856,7674.75,10,0.73,true
62,132905.28,751,11021.75,28,0.59,true
41,14196.72,449,66484.48,76,31.84,false
23,14781.14,401,67967.33,74,42.77,false
69,62551.01,883,3909.97,33,0.31,true
54,147682.21,564,481599.99,65,5.88,false
62,53342.54,824,2938.31,28,0.22,true
53,45782.03,365,141148.29,17,59.61,false
42,185227.24,822,3187.12,31,0.60,true
58,154188.35,914,12183.11,60,0.55,true
27,62084.13,735,2441.60,35,0.32,true
45,31483.67,614,71053.52,45,26.63,false
45,23412.32,505,79954.16,49,21.42,false
58,185245.46,891,10532.88,28,0.62,true
34,75063.68,765,4080.92,62,0.21,true
47,124456.61,568,378425.17,57,4.18,true
54,12990.21,393,35683.88,18,55.18,false
35,130308.86,510,412134.34,41,5.16,false
40,86035.64,570,189120.09,62,5.62,false
33,87974.33,876,3025.18,63,0.11,true
56,187041.76,769,7378.52,71,0.44,true
24,13016.97,438,30612.77,77,12.85,false
28,90037.03,829,8154.50,68,0.34,true
27,42656.82,662,4706.48,21,0.14,true
40,18213.05,570,110959.52,71,34.82,false
43,100419.53,725,2419.81,52,0.53,true
26,40019.38,753,3146.86,15,0.02,true
46,89725.18,884,5211.75,26,0.24,true
20,36693.55,477,237520.57,16,38.78,false
60,84249.72,790,8346.12,13,0.45,true
60,144013.20,937,14070.16,78,0.09,true
25,14585.35,545,60203.21,63,51.58,false
43,22906.36,323,80224.25,47,26.58,false
18,13027.21,582,42141.40,20,19.70,false
63,96180.93,875,8312.27,23,0.24,true
31,67212.32,870,669.94,7,0.22,true
53,86315.37,921,8342.26,41,0.27,true
48,25288.45,361,103173.54,67,24.09,false
58,153340.21,930,159.26,58,0.68,true
58,105831.76,917,4980.36,66,0.73,true
48,21813.94,382,78803.21,72,52.90,false
54,25972.68,535,90098.68,50,26.35,false
40,124737.07,531,416378.87,65,6.91,false
53,123155.92,520,204799.96,33,5.04,false
33,18575.40,634,89423.05,47,56.35,false
70,88080.88,780,1483.82,16,0.44,true
34,158229.59,769,1723.20,64,0.25,true
34,30111.37,420,174625.19,39,48.38,false
26,122805.46,790,8232.69,60,0.42,true
32,32921.03,638,132426.31,53,41.95,false
58,87944.56,785,4405.81,21,0.52,true
54,151348.10,904,6147.09,36,0.52,true
73,87954.95,793,7310.86,32,0.18,true
55,52581.23,938,1641.77,27,0.30,true
60,63449.46,757,5736.03,34,0.01,true
48,56853.17,736,4415.69,61,0.58,true
46,112960.35,912,2510.78,63,0.21,true
66,60383.44,737,802.72,29,0.30,true
42,189878.22,844,10268.70,78,0.04,true
61,104193.96,766,2389.90,23,0.47,true
31,24249.30,624,81404.30,22,55.40,false
39,60369.41,735,3974.55,24,0.31,true
21,40481.67,457,125340.58,75,57.89,false
28,32685.86,396,130947.57,12,48.64,false
61,118248.27,807,8143.91,13,0.19,true
53,164563.17,784,12954.23,23,0.68,true
23,78699.26,663,1270.56,28,0.09,true
54,160790.71,795,2271.61,28,0.36,true
18,42052.03,394,136245.04,72,38.82,false
39,15087.36,491,68037.14,65,14.35,false
43,19141.92,396,54568.19,29,14.35,false
43,53459.34,935,1313.94,83,0.17,true
66,102676.08,706,7140.28,17,0.33,true
25,41897.51,594,206375.65,60,19.94,false
52,82775.43,871,3468.50,65,0.48,true
23,35605.68,370,181912.21,21,45.48,false
52,129618.61,810,4509.35,52,0.06,true
39,45054.79,641,160409.37,16,40.75,false
54,36170.87,356,155556.94,46,38.85,false
46,31292.90,327,191170.58,35,22.54,false
45,149688.18,543,509262.78,50,4.85,false
46,170303.10,764,4349.67,14,0.06,true
41,81643.36,491,175705.18,55,4.96,true
40,106402.56,911,3165.02,41,0.60,true
38,26558.26,642,58864.17,62,36.87,false
48,22079.73,362,92538.84,49,56.52,false
35,126128.90,484,426989.63,46,2.09,true
43,49036.00,407,160471.45,52,15.90,false
32,172144.36,875,14621.69,20,0.65,true
21,40332.42,619,135180.56,17,21.74,false
63,55260.89,756,3367.57,13,0.38,true
30,120809.09,919,9104.05,64,0.13,true
40,119334.56,483,255589.25,64,6.09,true
48,131142.27,794,12413.79,55,0.66,true
50,36822.17,474,76803.50,42,59.43,false
30,32193.17,497,103421.38,29,37.78,false
30,81835.93,784,4980.82,44,0.75,true
61,152464.89,713,13582.92,33,0.64,true
27,18604.71,374,102131.93,16,39.11,false
33,129305.96,841,6831.83,13,0.30,true
55,145295.48,868,13001.78,21,0.53,true
52,48132.72,519,227065.16,31,22.26,false
64,122184.36,724,9776.31,66,0.22,true
35,116714.08,882,5881.24,36,0.55,true
52,146211.23,585,219836.34,54,3.55,false
34,139919.34,706,3781.46,59,0.44,true
71,67927.20,892,3673.95,7,0.22,true
28,111209.57,727,7150.76,50,0.36,true
61,156195.69,769,8819.59,32,0.73,true
